id,title,release_date,last_rated
10381,Plunkett & MacLeane,1999-01-22,
10383,Lost Souls,2000-10-13,
10384,Supernova,2000-01-14,
10385,Hanging Up,2000-02-16,
103850,A Place Called Today,1972-06-15,
103851,I Like to Hurt People,1985-06-01,
10386,The Iron Giant,1999-08-06,
10387,The Emperor and the Assassin,1998-10-08,
103875,Mystery,2012-05-20,
10388,The Limey,1999-05-15,
10389,The Eye,2002-05-09,
103894,Thieves by Law,2010-04-22,
1039,The Inheritors,1998-06-19,
10390,For Love of the Game,1999-09-17,
103902,Unfinished Sky,2007-08-04,
10391,Bless the Child,2000-08-11,
10393,The Replacements,2000-08-07,
103934,Too Young To Kiss,1951-11-22,
103938,Today We Live,1933-03-03,
10394,Gangster No. 1,2000-06-09,
103941,Embajadores en el infierno,1956-09-17,
103947,3x3,2009-03-12,
10395,Wolf,1994-06-17,
103953,Barren Illusion,1999-12-11,
10396,Tequila Sunrise,1988-12-02,
103960,Born American,1986-08-30,
10397,Angela's Ashes,1999-12-25,
103970,Feeding Frenzy,2010-01-01,
103971,Bloody Murder 2: Closing Camp,2003-02-18,
103972,Out of Bounds,2011-05-13,
10398,Double Jeopardy,1999-09-24,
10399,Mansfield Park,1999-11-12,
104,Run Lola Run,1998-08-20,2016-10-07
1040,The Leopard,1963-03-28,2000-03-15
10400,The Hurricane,1999-09-17,
10401,The Girl on the Bridge,1999-03-31,
10402,Deuce Bigalow: Male Gigolo,1999-12-10,
10403,The Player,1992-04-03,
10404,Raise the Red Lantern,1991-12-20,
104041,Mousey,1974-05-24,
104043,Old Enough,1984-08-24,
104044,Roller Blade Warriors: Taken by Force,1989-04-28,
10406,Encino Man,1992-05-22,
104062,The Last Farm,2004-08-21,
104067,America,1924-02-21,
10407,Housesitter,1992-06-12,
10408,Flodder Does Manhattan!,1992-06-03,
104081,The Lighthouse,1998-04-16,
104083,Tulsa,1949-04-13,
104086,The Man Who Sleeps,1974-04-24,
10409,Strictly Ballroom,1992-08-20,
10410,Hoffa,1992-12-25,
104103,Portraits Chinois,1996-09-12,
104106,The Disappearance of Garcia Lorca,1996-10-24,
104108,The Craving,2008-01-01,
10411,The Distinguished Gentleman,1992-12-04,
10412,Romper Stomper,1992-03-05,
10413,Nowhere to Run,1993-01-15,
10414,The Mighty Ducks,1992-10-01,
104146,A Fish in the Bathtub,1999-03-01,
104150,The Lottery,1996-09-29,
104155,Mansome,2012-05-18,
10416,What Planet Are You From?,2000-03-03,
104171,"The Green, Green Grass of Home",1982-01-01,
104172,Die letzte Rache,1982-11-04,
104176,Voice of a Murderer,2007-02-01,
104185,Alien Tornado,2012-04-21,
10419,Swing Kids,1993-03-05,
104193,Boy,1969-07-26,
104194,10+10,2011-04-01,
10420,The Mistress,2006-08-07,
104211,Berkeley Square,1933-09-15,2016-03-21
104214,The Divine Lady,1929-03-31,
104221,Emma,1932-01-02,
10423,Dragon: The Bruce Lee Story,1993-05-07,
104232,Nesting,2012-05-11,
104237,Dragon Inn,1967-10-21,
104239,Eden and After,1970-04-20,
10424,Jennifer Eight,1992-11-06,
104241,Heroic Purgatory,1970-09-26,2016-03-21
104242,I Will Walk Like a Crazy Horse,1973-11-22,
104244,The Possessed,1965-07-01,
10425,The Death and Life of Bobby Z,2007-07-23,
104250,The Loving Story,2011-04-15,
104251,Pastoral: To Die in the Country,1974-12-28,
104259,The Big Heat,1988-09-22,
10426,Friday After Next,2002-11-22,
10427,Red Rock West,1993-07-08,
104274,Blastfighter,1984-07-14,
104275,"The Pit, the Pendulum and Hope",1984-01-01,
104277,Blessing Bell,2003-11-22,
10428,Hackers,1995-09-14,
104285,Desires,1977-01-01,
10429,Takedown,2000-03-15,
104297,Scandalous John,1971-06-22,
104301,The Good Mother,1988-11-04,
104306,The Return of the Prodigal Son,1967-03-10,
104308,The Spider Labyrinth,1988-08-25,
10431,War,2007-08-24,
104310,Oh! Blue Fish Island,1977-10-03,
104317,The Woman Who Powders Herself,1972-01-01,
10432,Hack!,2007-07-20,
104320,"Man, Woman and Beast",1977-01-01,
104329,Last Passenger,2013-10-18,
10433,Mad Dog and Glory,1993-03-05,
104334,Super Bitch,1973-03-05,
104338,La belle captive,1983-02-16,
10434,"Faraway, So Close!",1993-09-09,
104343,The Man Who Left His Will on Film,1970-06-27,
10435,Chaplin,1992-12-18,
104354,The Tree of Guernica,1975-01-01,
10436,The Age of Innocence,1993-09-17,
104360,A White Dress for Marialé,1972-11-30,
104364,Nickelodeon,1976-12-21,
10437,The Muppet Christmas Carol,1992-12-10,
104374,Woman of the Lake,1966-08-27,2016-04-28
104376,The Castle,1994-01-01,
104378,A Study in Choreography for Camera,1945-12-18,
10438,Beethoven's 2nd,1993-12-14,
10439,Hocus Pocus,1993-07-16,
104391,Darkened Room,2002-04-12,
104394,Death of a Salesman,1951-12-20,
104396,Dickson Experimental Sound Film,1894-08-31,
104398,Dots,1940-01-01,
10440,Manhattan Murder Mystery,1993-08-18,
104413,Screwball Hotel,1988-12-01,
10442,So I Married an Axe Murderer,1993-07-30,
104427,The Affairs of Annabel,1938-09-09,
10443,Fearless,1993-10-15,
104430,Noah's Ark,1928-11-01,
104431,Kept and Dreamless,2005-06-06,
104433,Old San Francisco,1927-09-04,
104435,The Beehive,1982-10-11,
104439,Raffles,1930-07-24,
104449,A Perfect Couple,1979-04-06,
10445,Shadowlands,1993-12-25,
104460,Playing Cards,1896-01-01,
104462,A Terrible Night,1896-01-01,
104465,Moonlight Whispers,1999-10-23,
104466,The Vanishing Lady,1896-01-01,
104469,A Nightmare,1896-01-01,
10447,No Escape,1994-04-29,
104471,The Haunted Castle,1897-01-01,
104473,The Surrender of Tournavos,1897-01-01,
104474,Between Calais and Dover,1897-01-01,
104476,The Bewitched Inn,1897-01-01,
104477,After the Ball,1897-01-01,
10448,Rapa Nui,1994-09-09,
104480,"\"Divers at Work on the Wreck of the \"\"Maine\"\"\"",1898-01-01,
104485,The Four Feathers,1929-06-01,
10449,When a Man Loves a Woman,1994-04-29,
10450,The Silence of the Hams,1994-03-11,
104505,No Rest for the Brave,2003-11-12,
10451,Eat Drink Man Woman,1994-08-03,
104513,Doug Stanhope: Before Turning the Gun on Himself,2012-03-12,
104515,The Lord's Lantern in Budapest,1999-01-28,
10452,Queen Margot,1994-05-13,
104522,My Love,2006-08-27,
104524,Helter Skelter,2012-07-14,
104528,Dogs,1976-11-11,
104548,Demons,1971-02-13,
104549,"Throw Away Your Books, Rally in the Streets",1971-04-24,
104556,Annabel Takes a Tour,1938-11-10,
104557,Doughboys,1930-08-30,
10458,Soundless,2004-04-22,
104602,High Time,1960-09-16,
104606,The Spiritual Boxer,1975-11-28,
104607,Main Street,1956-10-26,
10461,Get Carter,2000-10-06,
10462,Don't Drink the Water,1994-12-18,
104634,Angels of Sex,2012-05-04,
104638,"Aquí llega Condemor, el pecador de la pradera",1996-06-27,
10464,"Corrina, Corrina",1994-08-12,
104644,A Reflection of Fear,1973-02-12,
104659,A Small Circle of Friends,1980-03-12,
10466,The Money Pit,1986-03-15,
10467,The Road to Wellville,1994-10-28,
104674,Bayou,1957-06-01,
10468,28 Days,2000-04-06,
10469,"Come, Sweet Death",2000-12-22,
104694,Panorama pris d'un train en marche,1898-01-01,
104696,The Famous Box Trick,1898-01-01,
104697,Adventures of William Tell,1898-01-01,
10470,Werner - Gekotzt wird später!,2003-07-17,
104700,The Astronomer's Dream,1898-01-01,
104702,The Temptation of St. Anthony,1898-01-01,
104704,The Devil in a Convent,1899-01-01,
104709,Ghoul,2012-04-13,
10471,Next Friday,2000-01-12,
104710,Catastroika,2012-02-11,
104711,Tom Sawyer,2011-11-17,
104718,Other Worlds,2004-06-30,
10472,Down to You,2000-01-21,
104720,Forever Amber,1947-10-10,
104729,Midnight,1982-12-31,
10473,DragonHeart: A New Beginning,2000-08-08,
104732,Sexy Baby,2012-04-20,
104739,From the East,1993-09-16,
10474,The Basketball Diaries,1995-04-21,
104744,Diary of a Shinjuku Thief,1969-02-15,
10475,Factotum,2005-04-25,
104755,The Lords of Salem,2012-09-10,
10476,Hustle & Flow,2005-07-22,
10477,Driven,2001-04-27,
104776,Ana-ta-han,1953-06-28,
10478,Tin Cup,1996-08-16,
10479,Rules of Engagement,2000-04-07,
10480,Nurse Betty,2000-09-08,
10481,102 Dalmatians,2000-10-07,
104810,July Rain,1966-06-06,
10482,Guest House Paradiso,1999-12-03,
10483,Death Race,2008-08-22,
10484,The ComDads,1983-11-23,
104848,The Forgotten Woman,2008-01-01,
10485,Ghost Dad,1990-06-29,
104852,Newark Athlete,1891-05-01,
104858,Arirang,2011-05-13,
104859,Mac & Devin Go to High School,2012-07-03,
10486,My Father the Hero,1994-02-04,
104863,Oh Dem Watermelons,1965-09-16,2016-05-11
104866,Play Motel,1979-01-01,
104871,Sicilia!,1999-09-15,
104878,Trans,1998-09-11,
10488,Nim's Island,2008-04-03,
104880,Shadows of Liberty,2012-04-27,
10489,Cujo,1983-08-10,
104896,A Dog Of Flanders,1999-08-27,
1049,Sommersby,1993-02-05,2010-12-08
10490,Drop Dead Gorgeous,1999-07-23,
10491,Enigma,2001-01-22,
10492,Flashback,2000-04-06,
104927,The Third Eye,1966-06-11,
10493,Dead Calm,1989-04-07,
104931,JLG/JLG: Self-Portrait in December,1995-03-08,
104935,A Black Veil for Lisa,1968-08-11,
10494,Perfect Blue,1997-07-11,
104945,Without Knowing Anything About Her,1969-11-18,
10495,"The Karate Kid, Part III",1989-06-29,
104954,"Anna: the Pleasure, the Torment",1973-11-27,
10496,Bats,1999-10-22,
104965,Bo Ba Bu,1998-01-01,
10497,Bitter Moon,1992-09-02,
104973,White Cannibal Queen,1980-09-15,
104974,Captain Apache,1971-10-27,
10498,Point of No Return,1993-03-19,
104989,The Sea Around Us,1953-06-30,
10499,The Legend of Rita,2000-09-14,
104997,Rat King,2012-01-20,
105,Back to the Future,1985-07-03,2012-12-24
1050,Shower,1999-09-13,2006-12-08
10500,No Place to Go,2000-04-20,
105001,Iceman,2014-04-17,
10501,The Road to El Dorado,2000-03-31,
10502,The Man without a Face,1993-08-25,
105024,Stone Reader,2002-01-01,
10503,Happy-Go-Lucky,2008-04-18,
105033,The Sewers of Paradise,1979-03-14,
105045,The Promise,1995-02-16,
105056,The Double Man,1967-04-25,
105059,The Last Challenge,1967-12-22,
105067,Monte Carlo,1930-08-27,
105073,The Shadow Strikes,1937-10-29,
105077,Battlestar Galactica: The Plan,2009-10-27,
105078,Death Occurred Last Night,1970-09-04,
105079,A Quiet Place to Kill,1970-02-20,
105083,Il tuo dolce corpo da uccidere,1970-06-27,
105085,Cold Eyes of Fear,1971-04-06,
105087,Cross Current,1971-08-20,
10509,Buitenspel,2005-12-21,
105093,Glass Ceiling,1971-05-03,
105098,The Man with Icy Eyes,1971-04-10,
1051,The French Connection,1971-10-09,2004-08-23
10510,Miracle on 34th Street,1994-11-18,
10511,In America,2003-10-31,
105114,"So Sweet, So Dead",1972-07-18,
105120,Who Killed the Prosecutor and Why?,1972-04-15,
105121,Tchoupitoulas,2012-12-07,2014-11-12
10513,Plan 9 from Outer Space,1959-07-22,
105130,Dangan Runner,1996-11-09,
105133,Hard Luck Hero,2003-01-01,
105136,Dead Run,2005-12-17,
10514,The Andromeda Strain,1971-03-12,
105145,The Flower with Petals of Steel,1973-11-13,
105149,"My Wife, A Body to Love",1973-01-26,
10515,Castle in the Sky,1986-08-02,
105153,Fencing,1892-01-01,
105156,A Black Ribbon for Deborah,1974-09-01,
105157,A Hand Shake,1892-01-01,
105158,Edison Kinetoscopic Record of a Sneeze,1894-01-09,
10516,The Gendarme and the Creatures from Outer Space,1979-01-31,
105168,Santa Claus,1898-09-01,
10518,Marathon Man,1976-10-05,
105184,Trance,1982-06-04,
1052,Blow-Up,1966-12-18,
10520,Itty Bitty Titty Committee,2007-02-09,
10521,Bride Wars,2009-01-09,
105210,Thermae Romae,2012-04-28,
10523,W.,2008-10-17,
105231,Fist of the North Star: The Legend of Kenshiro,2008-10-11,
105232,"Clap, You're Dead",1974-01-01,
10524,Trivial,2007-05-23,
105246,Basic Training,1985-11-01,2016-03-31
10525,Forget Paris,1995-05-19,
105254,The Touch,1971-07-14,2014-09-21
10527,Madagascar: Escape 2 Africa,2008-10-30,
10528,Sherlock Holmes,2009-12-23,
105287,Super 8 Stories,2001-10-10,
10529,Outlander,2008-04-24,
105299,Siblings,2004-09-14,
10530,Pocahontas,1995-06-14,
105304,The Field of Enchantment,2011-12-19,
10531,Death and the Maiden,1994-05-04,
105325,How to Hook Up Your Home Theater,2007-12-21,
10533,The Scarlet Letter,1995-10-13,
10534,White Squall,1996-02-02,
105347,How Tasty Was My Little Frenchman,1971-06-01,
105348,A Report on the Party and the Guests,1966-12-30,
10535,Spy Hard,1996-05-24,
105352,The Land Beyond the Sunset,1912-10-28,
10536,The Italian Job,1969-06-02,
10537,The Doors,1991-03-01,
105371,Girls Rock!,2008-03-07,
10538,Passenger 57,1992-11-05,
105384,Orders Signed in White,1974-11-13,
105388,Every Second Counts,2009-01-01,
10539,James and the Giant Peach,1996-04-12,
105398,Death Steps in the Dark,1977-02-17,
10540,Outland,1981-05-22,
105403,Blood and Diamonds,1977-01-01,
105404,Garbo Talks,1984-10-12,
105406,Who Was That Lady?,1960-04-15,
10541,Shall We Kiss?,2007-06-06,
105419,The Cuenca Crime,1980-02-01,
10542,Killer Condom,1996-08-02,
10543,Fear,1996-04-12,
10544,Ned Kelly,2003-03-22,
105448,The Letter,1999-09-22,
10545,The Hunchback of Notre Dame,1996-06-21,
105454,How to Draw a Perfect Circle,2009-09-23,
10546,The Crow: City of Angels,1996-08-29,
105465,The Art of Love,1965-06-30,
10547,The Arrival,1996-05-31,
105470,Immortal Love,1961-09-16,
10548,When We Were Kings,1996-10-25,
10549,Hamlet,1996-12-25,
10550,Ballistic: Ecks vs. Sever,2002-09-20,
105503,The No Mercy Man,1973-01-01,
105506,Grandmaster,2012-05-03,
105509,Angelina,1947-11-12,
10551,Family Business,1989-12-15,
10552,Cat's Eye,1985-04-12,
105526,Any Day Now,2012-12-14,
105528,Cowgirls n' Angels,2012-05-25,
105529,Down the Ancient Stairs,1975-01-01,
10553,Remo Williams: The Adventure Begins...,1985-10-11,
105531,Jack & Diane,2012-11-02,
105536,Sitting Bull,1954-10-06,
105538,Codependent Lesbian Space Alien Seeks Same,2012-01-06,
105539,The Salvation Hunters,1925-02-15,
105548,Secrets,1933-03-16,
105549,Maria Chapdelaine,1934-12-14,
10555,Shark Tale,2004-09-20,
105551,"Swing High, Swing Low",1937-03-12,
105554,The Forgotten Space,2010-12-31,
105561,Patriocracy,2011-11-05,
105567,The Union,2012-01-01,
10557,East Is East,1999-05-14,
105572,Three Seats for the 26th,1988-11-23,
105576,The Old Maid,1972-01-05,
105583,Diaries Notes and Sketches,1969-12-01,
105584,Peppermint Frappe,1967-10-09,
105586,Shakespeare High,2012-03-09,
10559,Frequency,2000-04-28,
105593,You Are Not I,1981-01-01,2016-06-26
10560,Center Stage,2000-05-12,
105616,In nome del popolo sovrano,1990-12-21,
10562,Under Suspicion,2000-09-24,
105627,The Joke,1969-02-28,
10563,Three to Tango,1999-10-22,
10564,Where the Heart Is,2000-04-27,
10565,Kanak Attack,2000-11-16,
10567,Dinosaur,2000-05-19,
105672,The Perfect Crime,1978-11-24,
105676,Careless Love,2012-05-16,
105678,God Save My Shoes,2012-03-30,
10568,The Four Feathers,1939-04-20,
105680,Love in the Buff,2012-03-30,
105687,Heart of a Dog,1976-01-23,
10569,Small Time Crooks,2000-05-19,
105693,The Suspect,1975-02-21,
10570,Flodder,1986-12-17,
105702,Finding Truelove,2012-04-25,
105703,The Boys from Fengkuei,1983-07-13,
10571,Boys and Girls,2000-06-16,
105711,Ritual in Transfigured Time,1946-01-01,
10572,Michel Vaillant,2003-11-08,
10573,Luna Papa,1999-09-08,
105734,P & B,1983-12-10,
105737,False as Water,1985-11-08,
10574,Great Freedom No. 7,1944-12-15,
10575,Heaven,2002-02-06,
105757,Whity,1971-06-02,
105759,The Black Hole,2008-01-01,
10576,Psycho II,1983-06-03,
105760,The Tribulations of Balthazar Kober,1988-12-26,
105763,A Chef in Love,1996-06-06,2015-06-10
105766,Musikanten,2006-03-03,
105768,Flicka: Country Pride,2012-05-01,
10577,Dracula 2000,2000-12-22,
105770,The Bloody Olive,1997-04-01,
105778,Edie & Thea: A Very Long Engagement,2009-06-21,
10578,Dracula II: Ascension,2003-06-07,
105787,The Woman Who Wasn't There,2012-04-13,
105789,Going Down in La-La Land,2011-05-01,
10579,Dracula III: Legacy,2005-01-01,
105790,Booker's Place: A Mississippi Story,2012-04-27,
105795,Joffrey: Mavericks of American Dance,2012-04-27,
1058,Breathless,1983-05-13,
10580,Lemon Popsicle,1978-04-21,
105829,The Wild East,1993-01-01,
105833,Farewell to the Summer Light,1968-12-31,
105843,"Goto, Island of Love",1969-09-01,
105848,Street War,1976-01-01,
10585,Child's Play,1988-11-08,
105853,Violence for Kicks,1979-03-03,
105859,Manhunt in the City,1975-08-05,
10586,The Ghost and the Darkness,1996-10-11,
105860,Gambling City,1975-01-23,
105861,Last House in Istanbul,1974-01-01,
105864,The Good Dinosaur,2015-11-14,
105866,Libidomania,1979-01-01,
105869,Mankillers,1987-11-03,
10587,Police Academy 4: Citizens on Patrol,1987-04-02,
105875,Cinderella,2002-08-06,
10588,The Cat in the Hat,2003-11-21,
105884,Ale e Franz - È tanto che aspetti?,2002-12-31,
105885,eCupid,2011-06-23,
10589,After the Sunset,2004-11-12,
105891,Kawa,2010-10-17,
1059,The Hidden Fortress,1958-12-28,2016-01-15
10590,We Were Soldiers,2002-03-01,
105902,Craze,1974-05-15,
105906,A Man Called Magnum,1977-08-07,
10591,The Girl Next Door,2004-04-09,
105915,Lost in New York,1989-01-01,
10592,Hart's War,2002-02-15,
10594,The Skulls III,2004-03-23,
105942,ReGeneration,2010-05-24,
105945,Memorial Day,2011-06-06,
105952,Huge,2010-06-18,
10596,Replicant,2001-05-11,
105965,Beverly Hills Chihuahua 3 - Viva La Fiesta!,2012-09-03,
10597,Kevin & Perry Go Large,2000-04-20,
105972,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",2012-05-25,
105978,Neil Young Journeys,2012-06-29,
10598,Dirty,2005-11-10,
105980,Dark Harbor,1999-12-31,
105981,Lucky Star,1929-08-18,
105983,Once Upon a Time in the North,2012-02-17,
105989,Zombies: The Beginning,2007-05-01,
10599,Pinocchio,2002-12-25,
105991,La Rizière,2012-05-02,
106,Predator,1987-06-11,
106006,Living with Michael Jackson: A Tonight Special,2003-02-06,
10601,Peter Pan,2003-12-25,
106016,My Forbidden Past,1951-04-25,
106017,The Angry Hills,1959-07-29,
106020,Dr. Crippen,1964-02-14,
106021,Erased,2012-09-27,
106028,Summer School,2006-10-05,
10603,George of the Jungle,1997-07-15,
10604,Zorba the Greek,1964-12-14,
106042,Rumble on the Docks,1956-12-01,
106049,The Revisionaries,2012-04-21,
10606,The Philadelphia Experiment,1984-08-03,
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-12,
106070,Zarkorr! The Invader,1996-04-30,
10608,Bob Roberts,1992-09-04,
10609,The Life and Death of Peter Sellers,2004-05-21,
10610,The Medallion,2003-08-15,
10611,Barbershop,2002-04-01,
106112,Flowers and Trees,1932-07-30,
106113,Don't Tell the Wife,1937-03-05,
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,
106124,Pearls of the Deep,1966-01-06,
106129,Sudden Manhattan,1996-10-11,
10613,The King Is Alive,2000-05-11,
106131,I'll Take You There,1999-09-03,
106134,Meanwhile,2011-11-29,
106135,Crooked Arrows,2012-05-18,
106136,From Above,2014-02-03,
106139,Convoy Busters,1978-12-23,
10614,My Best Friend's Birthday,1987-01-01,
106143,I'll Do Anything,1994-02-04,
10615,Pootie Tang,2001-06-29,
106155,A Special Cop in Action,1976-11-27,
10616,Contract Killer,1998-04-03,
10617,Once Upon a Time in China,1991-08-15,
106176,The Twelve Chairs,1962-12-17,
10618,Once Upon a Time in China II,1992-09-16,
10619,Once Upon a Time in China III,1993-01-01,
106194,Bergman Island,2004-04-08,
106196,Water-mirror of Granada,1955-01-01,
106199,Así es la vida...,2000-09-14,
10620,Once Upon a Time in China and America,1997-02-01,
106219,Ticket of No Return,1979-11-09,
10622,Mr. Nice Guy,1997-01-31,
106222,Pizza,2005-05-27,
106224,The Inheritance,1976-10-21,
10623,Cradle 2 the Grave,2003-02-28,
106230,The Iron Ladies,2000-03-04,
10625,Mean Girls,2004-04-30,
106254,The End of St. Petersburg,1927-12-13,
106256,Sogni mostruosamente proibiti,1982-10-29,
106259,The Fall of Berlin,1949-12-25,
10626,The Captain from Köpenick,1956-08-15,
106263,National Lampoon's Attack of the 5 Ft. 2 Women,1994-09-08,
106268,Breaking Point,1975-10-12,
10627,Taps,1981-12-20,
10628,Kangaroo Jack,2003-01-17,
106280,Dark Tower,1989-03-29,
10629,Veronica Guerin,2003-07-11,
10630,Führer Ex,2002-08-31,
10631,All of Me,1984-09-07,
10632,The Hunted,2003-03-11,
106326,The Adventurers,1970-03-25,
10633,In the Heat of the Night,1967-08-02,
106337,Free Samples,2012-05-20,
10634,Friday,1995-04-26,
106344,Waiting for Lightning,2012-12-07,
106348,Encounter at Raven's Gate,1988-12-01,
10635,Threesome,1994-04-08,
106355,Captain America,1944-02-05,
106358,Atom Man vs Superman,1950-07-20,
10636,Big Girls Don't Cry,2002-10-24,
10637,Remember the Titans,2000-09-29,
106373,"That Day, on the Beach",1983-04-11,
106388,As You Like It,1978-12-17,
10639,LiebesLuder,2000-11-02,
106394,The Fall of the House of Usher,1928-12-31,
